Identifier,Method,Basis Set,Number of Basis Functions,Charge,Multiplicity,Molecular Weight,RAM Used (MB),Number of Processors,Total CPU Time (s),Electronic Energy (HF),Enthalpy (HF),Entropy (HF),Gibbs Free Energy (HF),Vibrational Frequency 6 (cm-1),Vibrational Frequency 7 (cm-1),Vibrational Frequency 8 (cm-1),Vibrational Frequency 9 (cm-1),Error Code
ITINUU_4,HF,,246.0,0.0,1.0,629.44,467.4,8.0,197934.0,-2320.17631368,-2319.61690499,0.11105282,-2319.72795781,-28.56,-6.45,2.86,22.87,
IWIMUW_1,HF,,193.0,0.0,1.0,459.45,249.4,8.0,200384.0,-1840.27869974,-1839.80581053,0.08381072,-1839.88962125,-59.41,18.6,32.62,40.31,
IWUCUY,HF,,161.0,0.0,1.0,380.36,183.2,8.0,42205.0,-1311.94710135,-1311.43336073,0.08123414,-1311.51459488,-1540.53,-8.31,35.16,48.36,
JAZVIP10_1,HF,,137.0,0.0,1.0,345.31,145.5,8.0,143987.0,-1835.193408585779,,,,,,,,Optimization Did Not Converge
JIZBUS_3,HF,,181.0,0.0,1.0,428.39,233.4,8.0,71955.0,-1475.53011574,-1474.9756066,0.07659052,-1475.05219712,7.44,32.14,43.78,71.34,
JUFXIU_1,HF,,250.0,0.0,1.0,586.58,589.1,8.0,231706.0,-2018.20633491,-2017.41540117,0.10090975,-2017.51631093,-41.98,-8.28,23.34,26.88,
JUJVIT,HF,,140.0,0.0,1.0,334.28,121.0,8.0,29935.0,-1165.36479159,-1164.93378673,0.06768249,-1165.00146922,-52.14,28.75,45.48,56.87,
KUNNOW,HF,,170.0,0.0,1.0,410.76,192.4,8.0,47184.0,-1780.05438212,-1779.58808656,0.07452604,-1779.6626126,-38.63,35.46,52.95,55.84,
LIYRUG_3,HF,,140.0,0.0,1.0,346.25,117.8,8.0,28968.0,-1275.76455802,-1275.33818751,0.07067716,-1275.40886467,5.73,58.04,63.43,71.04,
LOGLAU_1_protonated,HF,,177.0,0.0,1.0,459.66,145.1,8.0,151749.0,-4051.179442181872,,,,,,,,Optimization Did Not Converge
MAWGEY_1,HF,,247.0,0.0,1.0,564.62,584.4,8.0,242507.0,-1870.29852576,-1869.4893635,0.10619052,-1869.59555401,-120.87,26.94,29.62,48.52,
MCRZMA_4,HF,,155.0,0.0,1.0,390.27,149.9,8.0,30756.0,-1455.57454019,-1455.13435294,0.07745221,-1455.21180515,-80.86,20.98,30.47,48.72,
MDXSPP_4,HF,,108.0,0.0,1.0,257.21,59.5,8.0,9255.0,-871.79664515,-871.48321707,0.05901191,-871.54222898,28.15,58.83,92.42,105.94,
MICGIP_1,HF,,215.0,0.0,1.0,524.44,373.3,8.0,131123.0,-1883.92369391,-1883.29882283,0.0977763,-1883.39659913,-40.56,-21.0,-9.49,24.16,
MMALTS_2_protonated,HF,,145.0,0.0,1.0,362.25,127.4,8.0,28768.0,-1351.12681063,-1350.69291445,0.07279582,-1350.76571027,32.77,55.34,60.19,73.57,
PXCHTR10_1,HF,,145.0,0.0,1.0,346.29,130.8,8.0,28160.0,-1203.94814954,-1203.50861317,0.06929449,-1203.57790766,41.14,55.13,66.69,82.81,
QASZOA_1,HF,,183.0,0.0,1.0,549.29,146.7,8.0,138411.0,-3599.315343189055,,,,,,,,Optimization Did Not Converge
QILCOF_4,HF,,175.0,0.0,1.0,418.36,198.8,8.0,46806.0,-1425.97076645,-1425.4966091,0.08305611,-1425.57966522,3.29,25.38,29.93,43.99,
RALYIN_1,HF,,158.0,0.0,1.0,384.3,150.7,8.0,42074.0,-1355.30397863,-1354.87055061,0.07100349,-1354.9415541,11.82,31.52,55.48,69.14,
ROFGOJ_5,HF,,236.0,0.0,1.0,584.44,441.9,8.0,93520.0,-2120.69928515,-2120.08065615,0.09597514,-2120.17663129,-878.91,6.3,22.59,37.82,
SOKTIW_3,HF,,207.0,0.0,1.0,477.54,350.4,8.0,150753.0,-1894.35448428,-1893.70230884,0.07925688,-1893.78156572,-83.23,-26.86,10.9,28.63,
TEGYEJ_1,HF,,159.0,0.0,1.0,392.3,143.7,8.0,35734.0,-1372.81440152,-1372.42525248,0.07475638,-1372.50000886,9.16,32.83,39.56,45.48,
TIBWOQ_1_protonated,HF,,108.0,0.0,1.0,274.17,51.7,8.0,7212.0,-985.46513165,-985.20808293,0.05672245,-985.26480538,61.7,64.31,85.09,144.11,
UFATED_1,HF,,255.0,0.0,1.0,614.33,528.5,8.0,108666.0,-2094.20144488,-2093.56159894,0.09704826,-2093.6586472,-30.93,-13.24,5.88,15.48,
UGIBES_1,HF,,219.0,0.0,1.0,508.52,400.5,8.0,141882.0,-1711.36982934,-1710.6763768,0.08377067,-1710.76014747,-33.74,15.83,41.67,58.39,
URPOAD10_5,HF,,229.0,0.0,1.0,579.35,383.3,8.0,93781.0,-2365.12169646,-2364.59234624,0.08771602,-2364.68006226,-4.08,20.82,27.14,38.73,
UXADUV_4,HF,,117.0,0.0,1.0,294.18,66.1,8.0,12011.0,-1081.83385211,-1081.52048171,0.05567631,-1081.57615802,54.81,99.14,117.61,126.74,
XALKUQ_3,HF,,193.0,0.0,1.0,478.37,278.0,8.0,84854.0,-1774.67780191,-1774.09763065,0.08959688,-1774.18722752,7.4,21.41,35.0,59.49,
XOPMIB_3_protonated,HF,,144.0,0.0,1.0,369.16,104.2,8.0,26778.0,-1606.2832916,-1605.97599183,0.06451295,-1606.04050477,-986.66,-4.13,57.56,70.61,
XUDFUX_2,HF,,140.0,0.0,1.0,346.28,112.1,8.0,23436.0,-1559.01637599,-1558.64809459,0.06595619,-1558.71405078,60.18,70.23,84.2,105.86,
ZIFBOI_1_protonated,HF,,177.0,0.0,1.0,416.42,200.1,8.0,52610.0,-1673.43257094,-1672.98893168,0.07573566,-1673.06466735,-39.24,13.84,35.77,41.02,
