Identifier,Method,Basis Set,Number of Basis Functions,Charge,Multiplicity,Molecular Weight,RAM Used (MB),Number of Processors,Total CPU Time (s),Electronic Energy (HF),Enthalpy (HF),Entropy (HF),Gibbs Free Energy (HF),Vibrational Frequency 6 (cm-1),Vibrational Frequency 7 (cm-1),Vibrational Frequency 8 (cm-1),Vibrational Frequency 9 (cm-1),Error Code
BDGPGL_3_protonated,M062X,def2-TZVP,871.0,1.0,1.0,351.25,4653.4,8.0,98654.0,-1306.73269481,-1306.30691996,0.07652693,-1306.38344689,-112.98,27.03,41.34,51.6,
BEDGIA_1,M062X,def2-TZVP,1014.0,1.0,1.0,443.42,4795.7,8.0,145338.0,-2170.1660719,-2169.76582415,0.09059662,-2169.85642077,26.13,32.07,39.0,48.21,
BEDHOK_1,M062X,def2-TZVP,1414.0,2.0,1.0,540.54,4536.2,8.0,319074.0,-1841.19924529,-1840.51743129,0.09465587,-1840.61208716,28.04,29.84,49.25,55.85,
BELMEK12_1,M062X,def2-TZVP,651.0,0.0,1.0,281.89,1954.9,8.0,27056.0,-1094.74446561,-1094.53643707,0.0610174,-1094.59745447,41.84,47.83,73.75,76.69,
BESCUX_2,M062X,def2-TZVP,1446.0,1.0,1.0,543.54,4538.1,8.0,378576.0,-1773.64831827,-1773.01513885,0.095951,-1773.11108984,22.16,28.35,32.16,35.12,
BESCUX_3,M062X,def2-TZVP,1446.0,1.0,1.0,543.54,4537.8,8.0,355878.0,-1773.6483138,-1773.01508525,0.09585765,-1773.1109429,23.08,28.89,32.58,37.6,
BGUAOS10_3_protonated,M062X,def2-TZVP,1398.0,1.0,1.0,571.43,4549.8,8.0,253496.0,-2084.03936673,-2083.49902362,0.09825429,-2083.59727791,18.86,31.42,43.91,47.53,
BGUAOS10_4_protonated,M062X,def2-TZVP,1398.0,1.0,1.0,571.43,4591.6,8.0,279454.0,-2084.04057846,-2083.49998495,0.09765642,-2083.59764137,16.7,27.15,34.78,44.75,
BIBXIT_1_protonated,M062X,def2-TZVP,650.0,1.0,1.0,266.16,2108.1,8.0,56453.0,-973.96964267,-973.70256919,0.06074823,-973.76331742,46.97,54.69,87.02,137.78,
BIGHOP,M062X,def2-TZVP,1055.0,1.0,1.0,385.43,4799.9,8.0,164348.0,-1242.27940286,-1241.71007182,0.08482227,-1241.79489409,29.97,44.07,47.1,70.44,
BIVZAH_5,M062X,def2-TZVP,816.0,1.0,1.0,331.22,3850.8,8.0,65395.0,-1229.07861284,-1228.70374142,0.07001018,-1228.77375159,44.67,63.65,75.0,92.47,
BIZHIB02_3_protonated,M062X,def2-TZVP,871.0,1.0,1.0,351.25,4670.8,8.0,68550.0,-1306.73070937,-1306.30379999,0.07590461,-1306.3797046,25.54,39.54,51.29,75.82,
BOCJOT_3,M062X,def2-TZVP,1531.0,1.0,1.0,582.58,4523.7,8.0,483394.0,-1982.38233456,-1981.64086836,0.10594861,-1981.74681696,26.94,30.02,35.76,43.37,
BOCJOT_5,M062X,def2-TZVP,1531.0,1.0,1.0,582.58,4523.7,8.0,502902.0,-1982.3823346,-1981.64086894,0.1059499,-1981.74681884,26.94,30.06,35.76,43.34,
BORMAL_1,M062X,def2-TZVP,651.0,0.0,1.0,281.89,1954.9,8.0,29239.0,-1094.74446385,-1094.53643669,0.06101568,-1094.59745237,41.91,47.76,73.76,76.65,
BOTFEW_2,M062X,def2-TZVP,923.0,0.0,1.0,397.97,4644.8,8.0,77849.0,-1550.56472455,-1550.26274551,0.07843343,-1550.34117894,28.1,32.57,47.55,52.29,
BOTFEW_3,M062X,def2-TZVP,923.0,0.0,1.0,397.97,4645.3,8.0,69037.0,-1550.56472428,-1550.26274762,0.07842956,-1550.34117718,28.14,32.54,47.54,52.34,
BOTFEW_5_protonated,M062X,def2-TZVP,923.0,0.0,1.0,397.97,4631.1,8.0,103127.0,-1550.55212263,-1550.25035324,0.07869674,-1550.32904997,25.69,32.37,33.41,51.15,
BOZPOW_1_protonated,M062X,def2-TZVP,1420.0,1.0,1.0,619.34,4571.8,8.0,552059.0,-2973.0959974,-2972.4573395,0.104046,-2972.56138549,24.23,28.72,29.78,39.65,
BOZPOW_4_protonated,M062X,def2-TZVP,1420.0,1.0,1.0,619.34,4570.7,8.0,407707.0,-2973.10293985,-2972.46513605,0.10393255,-2972.5690686,28.89,34.02,36.61,43.05,
CABZOV_protonated,M062X,def2-TZVP,723.0,1.0,1.0,271.25,2938.0,8.0,46763.0,-892.01974656,-891.66404385,0.0630809,-891.72712475,30.89,55.31,68.93,83.74,
CABZUB_1_protonated,M062X,def2-TZVP,748.0,1.0,1.0,289.24,3129.3,8.0,506214.0,-991.27345889,-990.92526431,0.06500548,-990.99026979,27.82,54.59,60.11,78.43,
CALDAU_4_protonated,M062X,def2-TZVP,1549.0,1.0,1.0,591.58,4479.9,8.0,355734.0,-2041.81705633,-2041.03666165,0.1015628,-2041.13822445,18.62,24.34,30.06,38.3,
CASRUJ_2,M062X,def2-TZVP,923.0,0.0,1.0,397.97,4644.0,8.0,64401.0,-1550.55563049,-1550.2546477,0.0784241,-1550.3330718,26.51,33.92,40.98,51.25,
CASRUJ_3_protonated,M062X,def2-TZVP,923.0,0.0,1.0,397.97,4644.6,8.0,81097.0,-1550.55254088,-1550.25118512,0.07825606,-1550.32944118,26.95,31.75,41.07,52.17,
CASRUJ_4,M062X,def2-TZVP,923.0,0.0,1.0,397.97,4644.6,8.0,79815.0,-1550.55394621,-1550.25275198,0.07834588,-1550.33109786,28.03,34.35,41.11,50.73,
CATGOV_3_protonated,M062X,def2-TZVP,681.0,1.0,1.0,274.19,2340.5,8.0,48723.0,-971.0940096,-970.81770113,0.06032428,-970.8780254,50.07,69.08,88.96,136.63,
CATGUB_1_protonated,M062X,def2-TZVP,681.0,1.0,1.0,274.19,2340.5,8.0,48727.0,-971.09400903,-970.81770167,0.06032638,-970.87802805,50.12,69.27,87.73,136.33,
CAXWIH_2_protonated,M062X,def2-TZVP,755.0,1.0,1.0,304.22,3036.6,8.0,58734.0,-1085.63940192,-1085.32764419,0.06545416,-1085.39309835,44.21,56.91,78.26,87.4,
CEMXEX,M062X,def2-TZVP,1310.0,1.0,1.0,505.48,4601.5,8.0,261087.0,-1719.90185248,-1719.31615255,0.08914709,-1719.40529964,27.89,42.94,51.29,60.07,
CERXOM_protonated,M062X,def2-TZVP,990.0,1.0,1.0,381.32,4813.2,8.0,116755.0,-1267.10099927,-1266.71230954,0.07431351,-1266.78662305,26.07,31.28,51.42,57.04,
CMXPIC10,M062X,def2-TZVP,1033.0,-1.0,1.0,411.3,4809.6,8.0,127670.0,-1458.99163958,-1458.57677182,0.08198841,-1458.65876022,12.49,23.69,38.76,56.71,
COSZIT_1_protonated,M062X,def2-TZVP,1382.0,1.0,1.0,513.56,4561.6,8.0,479166.0,-1701.58009562,-1700.86255585,0.10036602,-1700.96292187,27.7,38.33,45.7,52.2,
COSZIT_2_protonated,M062X,def2-TZVP,1382.0,1.0,1.0,513.56,4561.6,8.0,472169.0,-1701.58009686,-1700.86255052,0.10032503,-1700.96287555,27.76,38.99,46.51,52.49,
COSZIT_4_protonated,M062X,def2-TZVP,1382.0,1.0,1.0,513.56,4561.6,8.0,496079.0,-1701.58009459,-1700.86260998,0.10060126,-1700.96321124,26.82,30.84,42.89,51.41,
COXNEI_3_protonated,M062X,def2-TZVP,743.0,1.0,1.0,324.64,3002.5,8.0,46242.0,-1505.94951844,-1505.67616487,0.06549315,-1505.74165802,42.34,44.4,77.48,87.38,
COYDUP_2,M062X,def2-TZVP,558.0,-2.0,1.0,259.04,1354.8,8.0,35625.0,-1238.95925392,-1238.78746233,0.05972243,-1238.84718476,26.95,63.09,73.75,82.81,
CUJJIA_1,M062X,def2-TZVP,1335.0,1.0,1.0,543.39,4570.4,8.0,318813.0,-2016.39320334,-2015.82441431,0.10215241,-2015.92656673,18.37,25.32,28.0,38.83,
DABWUY10,M062X,def2-TZVP,834.0,1.0,1.0,320.28,4203.3,8.0,64474.0,-1098.98965558,-1098.57616557,0.0679175,-1098.64408307,35.97,53.01,66.38,73.38,
DACMAW_2_protonated,M062X,def2-TZVP,1834.0,1.0,1.0,706.69,4436.6,8.0,552154.0,-2431.61708521,-2430.7681765,0.1196976,-2430.8878741,14.64,17.5,27.41,33.1,
DACMAW_3_protonated,M062X,def2-TZVP,1834.0,1.0,1.0,706.69,4436.5,8.0,646872.0,-2431.61708533,-2430.76816568,0.11965078,-2430.88781645,14.49,17.54,27.57,33.73,
DADCAP_protonated,M062X,def2-TZVP,959.0,1.0,1.0,430.14,4816.8,8.0,110979.0,-2220.40782421,-2220.05635155,0.0806429,-2220.13699445,25.54,30.74,33.95,40.64,
DAPJUA01_2_protonated,M062X,def2-TZVP,675.0,1.0,1.0,275.19,2259.7,8.0,36554.0,-987.03848414,-986.77602559,0.06070681,-986.8367324,39.18,64.74,81.55,112.78,
DAPJUA_2_protonated,M062X,def2-TZVP,675.0,1.0,1.0,275.19,2259.8,8.0,36171.0,-987.03848448,-986.77602677,0.06070773,-986.8367345,39.15,64.73,81.6,112.8,
DAPYEC_4_protonated,M062X,def2-TZVP,971.0,1.0,1.0,399.28,4833.1,8.0,104788.0,-1482.26552827,-1481.85974369,0.07986839,-1481.93961209,23.57,30.79,42.8,45.96,
DAPYEC_5_protonated,M062X,def2-TZVP,971.0,1.0,1.0,399.28,4808.7,8.0,94051.0,-1482.25914878,-1481.85269701,0.07823908,-1481.93093609,17.9,30.9,39.63,47.08,
DAVHUD_1,M062X,def2-TZVP,1070.0,-2.0,1.0,444.27,4789.0,8.0,199967.0,-1683.53041052,-1683.10021393,0.08520935,-1683.18542328,28.57,46.52,57.4,67.77,
DAVHUD_4,M062X,def2-TZVP,1076.0,-1.0,1.0,445.28,4804.8,8.0,183487.0,-1684.00720555,-1683.56556356,0.08524893,-1683.6508125,29.87,38.23,49.31,57.67,
DAXDIQ_2,M062X,def2-TZVP,1259.0,1.0,1.0,470.51,4785.5,8.0,257169.0,-1560.0084679,-1559.36746956,0.09488335,-1559.46235291,-127.64,16.82,33.31,38.56,
DAXFAK,M062X,def2-TZVP,1518.0,1.0,1.0,567.62,4510.9,8.0,479018.0,-1884.77714097,-1884.00757102,0.10856815,-1884.11613917,21.68,27.06,33.3,40.95,
DEHQOW_1_protonated,M062X,def2-TZVP,687.0,1.0,1.0,273.2,2421.2,8.0,49774.0,-955.03763007,-954.74974919,0.06119762,-954.81094681,49.29,67.56,87.68,110.39,
DEKYEX01_5_protonated,M062X,def2-TZVP,859.0,1.0,1.0,349.24,4437.2,8.0,63114.0,-1305.5240068,-1305.1197537,0.07332879,-1305.19308249,35.48,44.81,53.29,74.73,
DEMXEY_3_protonated,M062X,def2-TZVP,755.0,1.0,1.0,304.22,3014.7,8.0,54339.0,-1085.66904528,-1085.3578778,0.06602867,-1085.42390647,44.78,50.97,82.22,98.9,
DHDIUL_5,M062X,def2-TZVP,872.0,0.0,1.0,362.21,4436.0,8.0,116452.0,-1379.10199628,-1378.73015079,0.07392137,-1378.80407216,41.17,49.5,67.85,74.15,
DICRUC_1,M062X,def2-TZVP,1223.0,1.0,1.0,472.43,4805.3,8.0,281096.0,-1634.27771209,-1633.6976707,0.08218374,-1633.77985443,26.09,41.67,55.12,64.58,
DIWFEV_1_protonated,M062X,def2-TZVP,871.0,1.0,1.0,347.26,4683.7,8.0,95449.0,-1269.58642158,-1269.15890786,0.07513392,-1269.23404178,29.97,43.52,57.14,73.82,
DOXWAO_2,M062X,def2-TZVP,1408.0,1.0,1.0,539.51,4547.4,8.0,395864.0,-1848.29742762,-1847.62798797,0.09328675,-1847.72127472,28.88,35.39,42.37,48.21,
DUGGUH_1_protonated,M062X,def2-TZVP,1370.0,1.0,1.0,523.51,4545.7,8.0,280946.0,-1811.62188524,-1810.92095634,0.09927859,-1811.02023493,25.05,28.78,32.6,37.6,
EJATOA_3_protonated,M062X,def2-TZVP,1070.0,1.0,1.0,465.81,4785.0,8.0,225020.0,-2274.56788495,-2274.16162403,0.08485124,-2274.24647527,24.76,34.45,36.92,41.96,
EJEDUS_protonated,M062X,def2-TZVP,1038.0,1.0,1.0,389.39,4793.2,8.0,112685.0,-1271.84169775,-1271.35631329,0.0797883,-1271.43610159,23.43,26.11,38.37,43.87,
ELUBOD_1,M062X,def2-TZVP,923.0,0.0,1.0,397.97,4646.6,8.0,118043.0,-1550.55839878,-1550.25667975,0.07756647,-1550.33424623,33.67,43.48,47.68,51.79,
ERYTHR_3_protonated,M062X,def2-TZVP,1098.0,1.0,1.0,407.44,4786.4,8.0,369481.0,-1355.97704838,-1355.37715126,0.08186019,-1355.45901145,48.59,62.21,73.66,91.5,
EVOGIF_2,M062X,def2-TZVP,1218.0,1.0,1.0,520.49,4788.6,8.0,1325174.0,-2421.266195,-2420.78592434,0.08904102,-2420.87496536,25.27,31.12,36.65,44.26,
EVULEN_3_protonated,M062X,def2-TZVP,1289.0,1.0,1.0,473.54,4597.6,8.0,258887.0,-1550.05988032,-1549.35488843,0.09041604,-1549.44530447,25.29,33.9,38.37,53.93,
EWIYOZ_2,M062X,def2-TZVP,1247.0,1.0,1.0,476.46,4807.5,8.0,233311.0,-1636.83629702,-1636.22109308,0.09226454,-1636.31335762,22.3,30.84,35.92,39.44,
EXIFEZ_3_protonated,M062X,def2-TZVP,1563.0,1.0,1.0,637.99,4496.0,8.0,419505.0,-2593.66997727,-2592.98501203,0.10542052,-2593.09043255,20.76,26.22,34.95,43.3,
EXIFEZ_4_protonated,M062X,def2-TZVP,1563.0,1.0,1.0,637.99,4496.0,8.0,439281.0,-2593.66997631,-2592.98501481,0.10543533,-2593.09045015,20.76,26.18,34.89,43.26,
EXIFEZ_5,M062X,def2-TZVP,1563.0,1.0,1.0,637.99,4495.9,8.0,367230.0,-2593.66997563,-2592.98501239,0.10543455,-2593.09044694,20.73,26.15,34.94,43.29,
FAFQOU_4_protonated,M062X,def2-TZVP,902.0,1.0,1.0,363.26,4841.3,8.0,101988.0,-1344.81476042,-1344.38082972,0.07947952,-1344.46030924,27.71,32.03,38.61,58.88,
FAPMOZ_5,M062X,def2-TZVP,1076.0,-1.0,1.0,445.28,4811.0,8.0,155750.0,-1683.97635685,-1683.53336959,0.08578041,-1683.61914999,30.9,40.44,47.76,53.18,
FAQYEC_3_protonated,M062X,def2-TZVP,1761.0,1.0,1.0,731.72,4433.1,8.0,530275.0,-3162.07367066,-3161.33962454,0.11172141,-3161.45134595,22.79,24.72,35.43,50.86,
FAQYIG_4_protonated,M062X,def2-TZVP,1761.0,1.0,1.0,731.72,4422.3,8.0,705266.0,-3162.07001209,-3161.33737857,0.11306135,-3161.45043992,21.32,28.66,32.78,48.86,
FEFZEX_1_protonated,M062X,def2-TZVP,828.0,1.0,1.0,333.24,4079.6,8.0,50693.0,-1230.28304639,-1229.88531496,0.07350534,-1229.9588203,39.31,41.68,56.88,82.44,
FEVVEI_protonated,M062X,def2-TZVP,1336.0,1.0,1.0,499.49,4611.4,8.0,206807.0,-1577.4971148,-1576.96947666,0.08426918,-1577.05374584,-38.0,28.25,28.85,38.66,
FONYUC_3_protonated,M062X,def2-TZVP,877.0,1.0,1.0,346.28,4811.4,8.0,80704.0,-1249.71704286,-1249.27581913,0.07310389,-1249.34892302,41.87,43.68,69.95,82.69,
FOQMOO_protonated,M062X,def2-TZVP,1286.0,1.0,1.0,489.45,4578.3,8.0,280990.0,-1617.72830132,-1617.19141474,0.08396939,-1617.27538413,35.72,40.19,59.62,66.7,
FORMYB01_1_protonated,M062X,def2-TZVP,675.0,1.0,1.0,275.18,2259.1,8.0,36912.0,-990.94492269,-990.68107394,0.06007076,-990.7411447,38.52,68.28,81.12,114.55,
FUCWIJ_1_protonated,M062X,def2-TZVP,724.0,1.0,1.0,288.22,2761.7,8.0,52946.0,-1010.37723969,-1010.06986178,0.06278379,-1010.13264557,48.7,56.91,77.39,112.03,
FULQUY_protonated,M062X,def2-TZVP,895.0,1.0,1.0,339.32,4843.4,8.0,92029.0,-1160.65436545,-1160.18341193,0.07601456,-1160.25942649,30.15,37.6,43.73,63.42,
FUQMIO_1_protonated,M062X,def2-TZVP,890.0,2.0,1.0,351.3,4780.6,8.0,97870.0,-1241.13847382,-1240.7241712,0.07552208,-1240.79969328,16.58,37.81,50.77,66.9,
FUQMIO_2_protonated,M062X,def2-TZVP,890.0,2.0,1.0,351.3,4780.8,8.0,81228.0,-1241.13847422,-1240.72416931,0.07551377,-1240.79968308,16.71,37.91,50.75,66.98,
GADKUV_1,M062X,def2-TZVP,1033.0,0.0,1.0,405.32,4807.4,8.0,106564.0,-1401.20746807,-1400.79192148,0.08104112,-1400.8729626,15.44,17.81,27.56,33.83,
GAPRHM10_2_protonated,M062X,def2-TZVP,840.0,1.0,1.0,335.25,4317.5,8.0,65894.0,-1231.50343587,-1231.08343123,0.07568365,-1231.15911487,30.68,42.65,55.05,59.44,
GAPRHM10_5_protonated,M062X,def2-TZVP,840.0,1.0,1.0,335.25,4317.4,8.0,69880.0,-1231.50343655,-1231.083431,0.07565862,-1231.15908961,31.09,42.61,56.05,59.65,
GATXOO_2,M062X,def2-TZVP,1156.0,1.0,1.0,466.34,4796.3,8.0,222799.0,-1704.14503909,-1703.65528526,0.09398514,-1703.7492704,24.34,34.79,39.1,41.69,
GAVGOA_3,M062X,def2-TZVP,1267.0,1.0,1.0,516.48,4794.1,8.0,340610.0,-2101.6178247,-2101.08526081,0.1009762,-2101.186237,16.07,21.15,32.6,35.32,
GAWTAA_1,,,,,,,,,,,,,,,,,,.OUT File not found
GAWTAA_2,M062X,def2-TZVP,1790.0,1.0,1.0,695.64,4458.0,8.0,653160.0,-2459.42551833,-2458.55338626,0.11528779,-2458.66867404,17.33,23.49,29.0,33.17,
GENPOF_1_protonated,M062X,def2-TZVP,938.0,1.0,1.0,349.36,4836.4,8.0,114203.0,-1162.80736349,-1162.30307496,0.07415581,-1162.37723077,34.47,59.32,68.32,82.02,
GENPOF_2_protonated,M062X,def2-TZVP,938.0,1.0,1.0,349.36,4832.3,8.0,113563.0,-1162.80770605,-1162.3035044,0.07416325,-1162.37766765,27.14,59.54,64.35,76.94,
GEXGAR_1_protonated,M062X,def2-TZVP,1058.0,1.0,1.0,441.38,4807.1,8.0,233698.0,-1844.14936901,-1843.74977925,0.07963934,-1843.82941859,28.82,39.21,41.71,54.68,
GISYEN_1,M062X,def2-TZVP,1800.0,1.0,1.0,722.57,4400.8,8.0,718401.0,-2568.20107562,-2567.53820459,0.12034698,-2567.65855157,15.33,18.49,22.86,25.71,
GISYEN_3,M062X,def2-TZVP,1800.0,1.0,1.0,722.57,4400.8,8.0,829318.0,-2568.20107741,-2567.53821319,0.12053967,-2567.65875286,15.43,18.1,20.45,25.29,
GISYEN_4,M062X,def2-TZVP,1800.0,1.0,1.0,722.57,4400.4,8.0,720969.0,-2568.20107851,-2567.53821896,0.12035039,-2567.65856936,15.69,18.85,23.07,25.57,
GLCTSM_3,M062X,def2-TZVP,594.0,0.0,1.0,265.08,1723.6,8.0,32264.0,-1242.18648722,-1241.93831744,0.06052583,-1241.99884327,61.18,85.81,107.33,110.11,
GUDWOR_1_protonated,M062X,def2-TZVP,890.0,1.0,1.0,349.3,4808.9,8.0,68446.0,-1224.64499756,-1224.23444205,0.0751469,-1224.30958896,43.35,62.97,74.68,78.74,
GUDWOR_2_protonated,M062X,def2-TZVP,890.0,1.0,1.0,349.3,4808.7,8.0,71837.0,-1224.64499564,-1224.2344425,0.07515001,-1224.3095925,43.39,62.89,74.76,78.74,
HAGSIR_1_protonated,M062X,def2-TZVP,837.0,-4.0,1.0,369.91,3502.6,8.0,99241.0,-1472.47329715,-1472.23368326,0.07263285,-1472.30631611,27.18,31.69,33.79,50.25,
HAHHIH_3,,,,,,,,,,,,,,,,,,.OUT File not found
HECCAT_1_protonated,M062X,def2-TZVP,786.0,1.0,1.0,333.28,3274.8,8.0,52490.0,-1466.57779196,-1466.27359376,0.06539664,-1466.33899039,45.45,49.47,76.32,107.33,
HIBYOG,M062X,def2-TZVP,1020.0,0.0,1.0,435.23,4793.3,8.0,112162.0,-2146.41966588,-2145.9992795,0.07863322,-2146.07791271,18.48,32.33,54.58,59.41,
HOQWUG_1,M062X,def2-TZVP,898.0,0.0,1.0,364.22,4403.6,8.0,76969.0,-1303.27934413,-1302.96722863,0.06944436,-1303.03667299,-52.35,26.36,45.66,71.54,
HOSLEH_4,,,,,,,,,,,,,,,,,,.OUT File not found
HOSLEH_5,M062X,def2-TZVP,1076.0,-1.0,1.0,445.28,4811.0,8.0,167114.0,-1683.98297414,-1683.54024356,0.08679647,-1683.62704003,32.43,41.96,46.47,51.26,
HOSLOR_1,M062X,def2-TZVP,1070.0,-2.0,1.0,444.27,4791.8,8.0,289567.0,-1683.53660232,-1683.10656645,0.08376089,-1683.19032733,48.87,49.75,70.81,75.36,
HOSLOR_1_protonated,M062X,def2-TZVP,1076.0,-1.0,1.0,445.28,4810.7,8.0,153803.0,-1683.99119513,-1683.54795401,0.08632914,-1683.63428315,10.83,27.65,47.1,51.5,
HOSLOR_4,M062X,def2-TZVP,1070.0,-2.0,1.0,444.27,4782.4,8.0,148663.0,-1683.53544707,-1683.10744381,0.08429586,-1683.19173966,30.25,42.91,47.32,56.31,
HOSMAE_1,M062X,def2-TZVP,1076.0,-1.0,1.0,445.28,4808.1,8.0,179539.0,-1683.98016682,-1683.53677541,0.08619716,-1683.62297257,27.9,39.47,51.56,55.87,
HOSMAE_2,M062X,def2-TZVP,1076.0,-1.0,1.0,445.28,4808.9,8.0,164547.0,-1683.9866697,-1683.54377068,0.08668005,-1683.63045073,23.63,39.7,44.81,46.09,
HOSMOS_3,M062X,def2-TZVP,1076.0,-1.0,1.0,445.28,4803.3,8.0,171269.0,-1683.98596598,-1683.54313898,0.0866903,-1683.62982928,25.38,33.63,40.81,46.3,
HOTXIY_1,M062X,def2-TZVP,1076.0,-1.0,1.0,445.28,4791.2,8.0,200953.0,-1683.98072232,-1683.53753494,0.08587452,-1683.62340946,37.04,43.9,47.1,52.49,
HOTXIY_4,M062X,def2-TZVP,1076.0,-1.0,1.0,445.28,4808.1,8.0,167713.0,-1683.97917959,-1683.53595731,0.08590192,-1683.62185923,33.87,40.64,44.47,50.39,
HUFGOF,M062X,def2-TZVP,1124.0,3.0,1.0,425.42,4803.8,8.0,160727.0,-1424.47831503,-1423.92472802,0.08389662,-1424.00862464,26.78,29.13,35.03,41.16,
HURBUT_1,,,,,,,,,,,,,,,,,,.OUT File not found
HURBUT_2,,,,,,,,,,,,,,,,,,.OUT File not found
ICODAF_5_protonated,M062X,def2-TZVP,964.0,1.0,1.0,391.27,4820.9,8.0,99839.0,-1458.16538163,-1457.71854558,0.07876857,-1457.79731415,39.22,48.43,57.99,67.1,
IFUPUW_1,,,,,,,,,,,,,,,,,,.OUT File not found
IJUTUF_1_protonated,M062X,def2-TZVP,718.0,1.0,1.0,289.21,2688.6,8.0,48116.0,-1026.47483023,-1026.18092011,0.06344117,-1026.24436128,44.47,59.77,82.54,125.15,
ILUMEK_3,M062X,def2-TZVP,1723.0,1.0,1.0,649.66,4481.7,8.0,611518.0,-2157.81463484,-2157.02671964,0.11609005,-2157.14280969,18.25,22.16,27.1,31.28,
IMUVOB_3,M062X,def2-TZVP,1685.0,1.0,1.0,629.67,4460.6,8.0,658036.0,-2083.9054733,-2083.07720539,0.11173522,-2083.18894061,-8.3,14.32,18.34,26.87,
IMUVOB_4,M062X,def2-TZVP,1685.0,1.0,1.0,629.67,4460.4,8.0,502457.0,-2083.90546913,-2083.07722625,0.1117714,-2083.18899765,-4.72,14.38,18.4,27.05,
INOSIN11_1_protonated,M062X,def2-TZVP,675.0,1.0,1.0,275.18,2261.5,8.0,49751.0,-990.97136697,-990.70700654,0.05927046,-990.76627701,50.59,66.08,86.73,136.73,
INOSIN11_5_protonated,M062X,def2-TZVP,675.0,1.0,1.0,275.18,2261.5,8.0,40636.0,-990.97136698,-990.70701083,0.05927542,-990.76628625,50.55,66.03,86.69,136.67,
IRASAV_4,M062X,def2-TZVP,873.0,1.0,1.0,341.3,4175.0,8.0,1201844.0,-1134.95522041,-1134.62705689,0.0672959,-1134.6943528,33.22,36.62,49.09,63.17,
IRIHIB_2,M062X,def2-TZVP,920.0,1.0,1.0,352.33,4829.4,8.0,163912.0,-1214.80603767,-1214.33739251,0.07486383,-1214.41225634,29.85,40.07,55.12,65.58,
IRIHIB_5,M062X,def2-TZVP,920.0,1.0,1.0,352.33,4829.2,8.0,166924.0,-1214.80603377,-1214.33738581,0.07483674,-1214.41222256,30.4,40.55,55.75,65.81,
ITINUU_1_protonated,M062X,def2-TZVP,1528.0,1.0,1.0,630.45,4523.9,8.0,289923.0,-2331.58406647,-2331.0157198,0.11247842,-2331.12819822,19.11,20.87,27.52,36.13,
IWIMUW_1,,,,,,,,,,,,,,,,,,.OUT File not found
IWIMUW_2,,,,,,,,,,,,,,,,,,.OUT File not found
IWIMUW_3,M062X,def2-TZVP,1144.0,0.0,1.0,459.45,4784.2,8.0,201571.0,-1835.84918453,-1835.39481248,0.08867256,-1835.48348504,20.27,24.69,38.0,49.59,
IWUCUY,,,,,,,,,,,,,,,,,,.OUT File not found
IZOCOR,M062X,def2-TZVP,1552.0,1.0,1.0,611.63,4510.2,8.0,406570.0,-2305.61170679,-2305.00281613,0.09609341,-2305.09890954,28.17,40.2,44.76,50.79,
