Identifier,Method,Basis Set,Number of Basis Functions,Charge,Multiplicity,Molecular Weight,RAM Used (MB),Number of Processors,Total CPU Time (s),Electronic Energy (HF),Enthalpy (HF),Entropy (HF),Gibbs Free Energy (HF),Vibrational Frequency 6 (cm-1),Vibrational Frequency 7 (cm-1),Vibrational Frequency 8 (cm-1),Vibrational Frequency 9 (cm-1),Error Code
KATVUW,HF,,135.0,1.0,1.0,316.29,110.5,8.0,44182.0,-1066.73478218,-1066.31222274,0.06225026,-1066.374473,-315.14,-84.84,-30.07,56.57,
KECVAP_1_protonated,HF,,137.0,1.0,1.0,339.32,86.7,8.0,12891.0,-1784.81499514,-1784.53679825,0.06322495,-1784.6000232,44.76,63.23,85.72,106.54,
KEHZAY_1_protonated,HF,,136.0,1.0,1.0,336.29,96.5,8.0,24219.0,-1477.9265828,-1477.60365306,0.06420896,-1477.66786202,-132.72,55.69,68.43,78.22,
MDXSPP_1_protonated,HF,,109.0,1.0,1.0,258.22,62.2,8.0,12168.0,-872.2922816,-871.96576857,0.05922718,-872.02499575,6.97,47.65,66.45,77.38,
MEBFAB_2_protonated,HF,,97.0,1.0,1.0,236.18,47.1,8.0,8837.0,-821.38578639,-821.10310375,0.05949555,-821.1625993,21.66,50.21,58.86,86.01,
OHEYEF_2,HF,,144.0,1.0,1.0,344.31,137.3,8.0,40703.0,-1218.05775333,-1217.58040799,0.07156381,-1217.6519718,31.4,48.55,73.21,83.07,
OQISAK_2_protonated,HF,,110.0,1.0,1.0,269.19,64.9,8.0,12314.0,-969.60838381,-969.27574835,0.06435021,-969.34009856,13.78,44.42,73.07,77.76,
OWOSOK_1_protonated,HF,,132.0,1.0,1.0,331.22,98.0,8.0,19920.0,-1235.42303011,-1235.03683132,0.06641706,-1235.10324838,39.38,50.97,58.05,103.58,
PEYXAT,HF,,138.0,1.0,1.0,343.23,101.8,8.0,21774.0,-1236.70505584,-1236.35644023,0.0705216,-1236.42696183,23.82,30.51,53.4,56.49,
POXTRB10_1,HF,,115.0,1.0,1.0,285.22,64.9,8.0,13676.0,-1328.18133252,-1327.90181661,0.06050138,-1327.96231799,-47.56,30.76,53.38,63.51,
RIRWOG_3_protonated,HF,,127.0,1.0,1.0,316.21,81.4,8.0,15633.0,-1135.88506531,-1135.55895071,0.06758434,-1135.62653504,3.45,42.77,69.68,88.39,
RUMXUV_1_protonated,HF,,129.0,1.0,1.0,322.26,81.5,8.0,14911.0,-1438.23694069,-1437.94273404,0.06230144,-1438.00503548,45.51,52.09,82.74,92.47,
SHOMYC_1_protonated,HF,,93.0,1.0,1.0,236.13,37.1,8.0,5199.0,-865.35819787,-865.12134219,0.05461627,-865.17595845,52.38,80.53,102.27,130.2,
SICNOJ_protonated,HF,,104.0,1.0,1.0,246.21,56.4,8.0,10050.0,-833.7151752,-833.39775101,0.06222771,-833.45997872,27.52,41.52,53.26,69.88,
THPRIB_1_protonated,HF,,118.0,1.0,1.0,291.25,65.4,8.0,9543.0,-1309.97133037,-1309.70268293,0.05835484,-1309.76103777,26.34,66.39,87.55,129.88,
ULEROS_protonated,HF,,130.0,1.0,1.0,312.26,102.4,8.0,22572.0,-1101.79285733,-1101.37927337,0.06834397,-1101.44761734,15.02,43.3,65.51,89.77,
UXADUV_1,HF,,118.0,1.0,1.0,295.19,68.7,8.0,10813.0,-1082.36182786,-1082.03389543,0.05489328,-1082.08878871,72.79,120.08,122.17,147.16,
VELWEO,HF,,108.0,1.0,1.0,247.25,59.2,8.0,10973.0,-765.34988257,-765.04002499,0.05514017,-765.09516515,93.85,96.97,110.77,122.5,
WEKKUT_3_protonated,HF,,142.0,1.0,1.0,343.3,116.6,8.0,19284.0,-1173.90256279,-1173.49896931,0.06735049,-1173.5663198,41.85,55.71,70.56,78.91,
WINQUG_protonated,HF,,146.0,1.0,1.0,331.35,148.2,8.0,159076.0,-1047.677453513196,,,,,,,,Optimization Did Not Converge
YABLOC,HF,,100.0,1.0,1.0,237.2,52.8,8.0,8954.0,-809.4247681,-809.09975033,0.05604222,-809.15579256,57.82,90.38,118.27,139.38,
YEBBEM,HF,,141.0,1.0,1.0,335.29,124.5,8.0,49861.0,-1165.85442756,-1165.4107754,0.06949378,-1165.48026919,7.49,42.85,60.94,84.08,
YUPJOJ,HF,,78.0,1.0,1.0,183.15,33.3,8.0,3345.0,-626.59182006,-626.31843636,0.04935558,-626.36779194,75.7,98.11,149.05,188.0,
ZADJIX_1,HF,,118.0,1.0,1.0,287.21,71.6,8.0,11273.0,-1008.7986788,-1008.47260442,0.06097756,-1008.53358197,28.27,63.2,87.95,109.21,
