Identifier,Method,Basis Set,Number of Basis Functions,Charge,Multiplicity,Molecular Weight,RAM Used (MB),Number of Processors,Total CPU Time (s),Electronic Energy (HF),Enthalpy (HF),Entropy (HF),Gibbs Free Energy (HF),Vibrational Frequency 6 (cm-1),Vibrational Frequency 7 (cm-1),Vibrational Frequency 8 (cm-1),Vibrational Frequency 9 (cm-1)
SHOMYC_1_protonated,M062X,def2-TZVP,562.0,0.0,1.0,229.19,1455.3,16.0,28946.0,-855.7236683,-855.49716487,0.05459915,-855.55176402,48.94,83.39,90.58,125.44
SICNOJ_protonated,M062X,def2-TZVP,629.0,0.0,1.0,239.27,1676.1,16.0,52538.0,-823.14399183,-822.84160883,0.06080798,-822.9024168,17.61,50.63,72.17,84.48
THPRIB_1_protonated,M062X,def2-TZVP,667.0,0.0,1.0,284.31,1657.7,16.0,45115.0,-1306.43930092,-1306.1800783,0.0578253,-1306.2379036,42.77,59.75,82.84,117.75
ULEROS_protonated,M062X,def2-TZVP,789.0,0.0,1.0,305.32,1629.6,16.0,90839.0,-1090.58580184,-1090.18918502,0.0710264,-1090.26021142,36.94,41.16,56.85,67.43
UXADUV_1,M062X,def2-TZVP,716.0,0.0,1.0,288.25,1641.5,16.0,74121.0,-1068.69396625,-1068.37821632,0.056072,-1068.43428832,48.92,86.61,96.63,118.54
VELWEO,M062X,def2-TZVP,654.0,0.0,1.0,240.31,1661.7,16.0,57368.0,-762.08845522,-761.78911809,0.05567622,-761.84479431,66.81,68.04,104.24,112.23
WEKKUT_3_protonated,M062X,def2-TZVP,864.0,0.0,1.0,336.36,1620.5,16.0,102122.0,-1174.99880671,-1174.60999087,0.06790184,-1174.6778927,40.78,57.36,66.02,71.89
WINQUG_protonated,M062X,def2-TZVP,888.0,0.0,1.0,324.41,1605.5,16.0,134130.0,-1036.51390233,-1036.08563927,0.07127168,-1036.15691095,22.09,46.19,60.56,65.7
YABLOC,M062X,def2-TZVP,604.0,0.0,1.0,230.26,1686.6,16.0,57115.0,-802.34313926,-802.03089143,0.0575743,-802.08846573,39.52,68.18,75.38,89.62
YEBBEM,M062X,def2-TZVP,857.0,0.0,1.0,328.35,1620.7,16.0,108837.0,-1150.70013908,-1150.27316731,0.07069803,-1150.34386534,27.96,35.5,52.37,56.44
YUPJOJ,M062X,def2-TZVP,468.0,0.0,1.0,176.21,1075.2,16.0,22042.0,-615.32137938,-615.0589692,0.04926084,-615.10823004,49.97,78.05,125.7,140.99
ZADJIX_1,M062X,def2-TZVP,716.0,0.0,1.0,280.27,1643.9,16.0,58303.0,-994.47785763,-994.16504562,0.06116501,-994.22621063,35.54,56.48,70.45,86.89
